@timestamp,Host Name,Host OS,CPU Avg
2022-11-16 08:55:01.315931,10.2.0.9,Windows,19.449264137060176
2022-11-16 08:59:53.540499,10.2.0.9,Windows,12.808866103571596
2022-11-16 11:37:09.963947,10.2.0.9,Windows,
2022-11-16 11:26:57.405615,10.2.0.9,Windows,5.075906551623216
2022-11-16 11:16:46.520172,10.2.0.9,Windows,21.21064475558187
2022-11-16 11:57:29.066828,10.2.0.9,Windows,18.6072449139726
2022-11-16 11:47:18.782838,10.2.0.9,Windows,6.644700107534235
2022-11-16 12:17:50.278993,10.2.0.9,Windows,13.21021520807444
2022-11-16 12:28:00.647289,10.2.0.9,Windows,7.551311163679564
2022-11-16 12:38:10.996564,10.2.0.9,Windows,5.586452041186707
2022-11-16 12:48:30.609315,10.2.0.9,Windows,5.689708282958156
2022-11-16 12:58:40.825528,10.2.0.9,Windows,6.687185387192732
2022-11-16 13:08:51.506269,10.2.0.9,Windows,7.313071818099534
2022-11-16 13:19:02.473611,10.2.0.9,Windows,5.437192863619567
2022-11-16 13:29:18.000814,10.2.0.9,Windows,4.241145393829701
2022-11-16 13:39:31.824107,10.2.0.9,Windows,8.202879136938593
2022-11-16 13:49:42.206732,10.2.0.9,Windows,4.035735156389276
2022-11-16 13:59:57.839712,10.2.0.9,Windows,10.350381324154904
2022-11-16 14:10:03.988116,10.2.0.9,Windows,3.947789530540117
2022-11-16 14:20:14.217221,10.2.0.9,Windows,13.059506959733833
2022-11-16 14:30:25.005742,10.2.0.9,Windows,6.250330834768677
2022-11-16 12:07:39.923434,10.2.0.9,Windows,6.521922952524892
