@timestamp,Host Name,Host OS,CPU Avg
2022-11-17 10:05:27.879677,10.2.0.7,Linux,0.4
2022-11-17 10:05:28.315674,10.2.0.7,Linux,0.4
2022-11-17 10:05:51.931744,10.2.0.7,Linux,0.4
2022-11-17 10:05:53.422738,10.2.0.7,Linux,0.4
2022-11-17 10:08:54.842281,10.2.0.7,Linux,0.4
2022-11-17 10:08:56.938327,10.2.0.7,Linux,0.4
2022-11-17 10:10:01.621460,10.2.0.7,Linux,0.4
2022-11-17 10:13:18.362318,10.2.0.7,Linux,0.4
2022-11-17 10:20:53.826668,10.2.0.7,Linux,0.4
2022-11-17 10:22:53.934854,10.2.0.7,Linux,0.39
2022-11-17 10:26:05.678658,10.2.0.7,Linux,0.39
2022-11-17 09:24:11.391309,10.2.0.7,Linux,0.44
2022-11-17 09:24:13.301474,10.2.0.7,Linux,0.44
2022-11-17 10:30:34.221938,10.2.0.7,Linux,0.39
2022-11-17 10:33:45.632355,10.2.0.7,Linux,0.39
2022-11-18 08:45:01.791980,10.2.0.7,Linux,0.29
2022-11-18 08:48:13.754621,10.2.0.7,Linux,0.29
2022-11-18 08:35:15.424717,10.2.0.7,Linux,0.3
2022-11-18 08:41:43.323750,10.2.0.7,Linux,0.29
2022-11-18 08:40:48.820356,10.2.0.7,Linux,0.29
2022-11-18 08:32:03.678348,10.2.0.7,Linux,0.3
2022-11-18 08:42:44.994309,10.2.0.7,Linux,0.29
2022-11-18 08:50:59.312389,10.2.0.7,Linux,0.29
2022-11-18 08:59:02.530587,10.2.0.7,Linux,0.29
2022-11-18 08:57:23.701760,10.2.0.7,Linux,0.29
2022-11-18 08:54:12.407639,10.2.0.7,Linux,0.29
2022-11-18 09:02:14.091657,10.2.0.7,Linux,0.29
2022-11-18 09:09:44.151363,10.2.0.7,Linux,0.28
2022-11-18 09:12:56.269170,10.2.0.7,Linux,0.28
2022-11-18 09:05:48.299137,10.2.0.7,Linux,0.28
2022-11-18 09:04:02.375548,10.2.0.7,Linux,0.29
2022-11-18 09:42:03.319918,10.2.0.7,Linux,0.27
2022-11-18 11:17:41.599908,10.2.0.7,Linux,0.26
2022-11-18 11:21:05.907940,10.2.0.7,Linux,0.26
2022-11-18 14:29:22.245690,10.2.0.7,Linux,0.24
2022-11-18 14:29:49.033485,10.2.0.7,Linux,0.24
2022-11-18 14:32:46.137048,10.2.0.7,Linux,0.24
2022-11-18 12:53:33.790941,10.2.0.7,Linux,0.24
2022-11-18 12:56:57.946545,10.2.0.7,Linux,0.24
2022-11-18 11:12:04.876266,10.2.0.7,Linux,0.26
2022-11-18 09:45:15.094113,10.2.0.7,Linux,0.27
