@timestamp,Host Name,Host OS,CPU Avg
2022-11-16T05:36:31.667150,10.2.0.6,Linux,0.24
2022-11-16T05:36:33.738666,10.2.0.6,Linux,0.24
2022-11-16T05:36:31.929592,10.2.0.4,Windows,17.078487909196202
2022-11-16T05:36:33.966797,10.2.0.4,Windows,9.510653815814283
2022-11-16T05:36:32.066062,10.2.0.8,Windows,0.8755552333127248
2022-11-16T05:36:34.153798,10.2.0.8,Windows,12.977255907992468
2022-11-16T11:06:42.270857,10.2.0.8,Windows,13.352741345298064
2022-11-16T05:38:43.273444,10.2.0.6,Linux,0.24
2022-11-16T05:38:45.253216,10.2.0.6,Linux,0.24
2022-11-16T05:38:43.493761,10.2.0.4,Windows,20.476358753876244
2022-11-16T05:38:45.466454,10.2.0.4,Windows,10.891195208885293
2022-11-16T05:38:43.689053,10.2.0.8,Windows,19.435615258018053
2022-11-16T05:38:45.666862,10.2.0.8,Windows,10.781307704188148
2022-11-16T05:40:54.330907,10.2.0.6,Linux,0.24
2022-11-16T05:40:56.301393,10.2.0.6,Linux,0.24
2022-11-16T11:10:49.246478,10.2.0.8,Windows,3.5072491630464637
2022-11-16T05:40:54.555635,10.2.0.4,Windows,10.984940957197018
2022-11-16T05:40:54.743772,10.2.0.8,Windows,9.713963165832727
2022-11-16T05:43:05.385730,10.2.0.6,Linux,0.24
2022-11-16T05:43:07.333046,10.2.0.6,Linux,0.24
2022-11-16T05:43:05.607021,10.2.0.4,Windows,30.070745906845893
2022-11-16T05:43:05.797262,10.2.0.8,Windows,0.06280245688971842
2022-11-16T11:14:56.392857,10.2.0.8,Windows,1.0087042773576553
2022-11-16T05:45:16.435662,10.2.0.6,Linux,0.24
2022-11-16T05:45:18.257724,10.2.0.6,Linux,0.24
2022-11-16T05:45:16.634305,10.2.0.4,Windows,6.484198211689837
2022-11-16T05:45:16.857973,10.2.0.8,Windows,0.061653472062686565
2022-11-16T05:47:27.528094,10.2.0.6,Linux,0.24
2022-11-16T05:47:29.185291,10.2.0.6,Linux,0.24
2022-11-16T05:47:27.774635,10.2.0.4,Windows,7.090455105994367
2022-11-16T05:47:27.948239,10.2.0.8,Windows,0.5157337297069547
2022-11-16T11:19:03.454813,10.2.0.8,Windows,0.6633914095355103
2022-11-16T05:49:38.511974,10.2.0.6,Linux,0.24
2022-11-16T05:49:40.343681,10.2.0.6,Linux,0.24
2022-11-16T05:49:38.740615,10.2.0.4,Windows,17.972390119640416
2022-11-16T05:49:38.912008,10.2.0.8,Windows,1.619093246325967
2022-11-16T05:51:49.571506,10.2.0.6,Linux,0.24
2022-11-16T05:51:51.486463,10.2.0.6,Linux,0.24
2022-11-16T05:51:49.951601,10.2.0.8,Windows,0.9951167728224075
2022-11-16T05:51:49.790376,10.2.0.4,Windows,9.007563865827734
2022-11-16T11:23:10.640793,10.2.0.8,Windows,1.0501182745788928
2022-11-16T05:54:00.700541,10.2.0.6,Linux,0.24
2022-11-16T05:54:02.454361,10.2.0.6,Linux,0.24
2022-11-16T05:54:00.922664,10.2.0.4,Windows,9.111779275698739
2022-11-16T05:54:01.101664,10.2.0.8,Windows,0.8169096541829041
2022-11-16T05:56:11.662821,10.2.0.6,Linux,0.24
2022-11-16T05:56:13.512479,10.2.0.6,Linux,0.24
2022-11-16T05:56:11.928292,10.2.0.4,Windows,7.275971679322743
2022-11-16T05:56:12.046137,10.2.0.8,Windows,0.48889095489015877
2022-11-16T11:27:17.661449,10.2.0.8,Windows,0.8000882016917177
2022-11-16T05:40:56.538832,10.2.0.4,Windows,15.579951212502712
2022-11-16T05:40:56.754250,10.2.0.8,Windows,2.6906167821678206
2022-11-16T05:58:22.772934,10.2.0.6,Linux,0.24
2022-11-16T05:58:24.542535,10.2.0.6,Linux,0.24
2022-11-16T05:58:23.174359,10.2.0.8,Windows,1.726653761445626
2022-11-16T05:58:23.009286,10.2.0.4,Windows,13.309805514509929
2022-11-16T06:00:33.717739,10.2.0.6,Linux,0.24
2022-11-16T06:00:35.654537,10.2.0.6,Linux,0.24
2022-11-16T06:00:33.939909,10.2.0.4,Windows,11.884560426567766
2022-11-16T06:00:34.145648,10.2.0.8,Windows,0.21299965139562616
2022-11-16T11:31:24.717134,10.2.0.8,Windows,2.213168860982373
2022-11-16T06:02:44.664404,10.2.0.6,Linux,0.24
2022-11-16T06:02:46.707384,10.2.0.6,Linux,0.24
2022-11-16T06:02:44.897575,10.2.0.4,Windows,14.653904944921848
2022-11-16T06:02:45.080849,10.2.0.8,Windows,0.4714180736412138
2022-11-16T06:04:55.827500,10.2.0.6,Linux,0.24
2022-11-16T06:04:57.715866,10.2.0.6,Linux,0.24
2022-11-16T06:04:56.044744,10.2.0.4,Windows,13.628922730283318
2022-11-16T06:04:56.241104,10.2.0.8,Windows,0.9609490898758732
2022-11-16T11:35:31.832331,10.2.0.8,Windows,69.98973742054571
2022-11-16T06:07:07.422399,10.2.0.6,Linux,0.24
2022-11-16T06:07:09.420333,10.2.0.6,Linux,0.24
2022-11-16T06:07:07.685146,10.2.0.4,Windows,18.123313589081427
