@timestamp,Host Name,Host OS,CPU Avg,zscore,IsAnomaly
2022-11-16 05:36:31.667150,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:36:33.738666,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:38:43.273444,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:38:45.253216,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:40:54.330907,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:40:56.301393,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:43:05.385730,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:43:07.333046,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:45:16.435662,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:45:18.257724,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:47:27.528094,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:47:29.185291,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:49:38.511974,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:49:40.343681,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:51:49.571506,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:51:51.486463,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:54:00.700541,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:54:02.454361,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:56:11.662821,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:56:13.512479,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:58:22.772934,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 05:58:24.542535,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:00:33.717739,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:00:35.654537,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:02:44.664404,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:02:46.707384,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:04:55.827500,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:04:57.715866,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:07:07.422399,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:07:09.420333,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:09:19.122326,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:09:26.016531,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:16:29.127035,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:16:30.183311,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:18:40.711121,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:18:41.804909,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:20:51.792082,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:20:52.954024,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:23:03.930194,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:23:04.580420,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:14:17.803448,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:14:18.893314,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:27:27.342119,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:27:28.347622,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:28:24.039017,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:28:24.039017,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:25:16.531694,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:12:07.202408,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:25:15.530575,10.2.0.6,Linux,0.24,-0.8887204264156989,No
2022-11-16 06:46:15.935252,10.2.0.6,Linux,0.35,-0.6994778348747362,No
2022-11-16 06:48:28.961500,10.2.0.6,Linux,0.35,-0.6994778348747362,No
2022-11-16 06:50:40.119573,10.2.0.6,Linux,0.35,-0.6994778348747362,No
2022-11-16 06:52:51.074837,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 06:55:02.154467,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 06:57:13.259181,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 06:59:25.000674,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:01:36.911767,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:03:48.339246,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:06:07.352085,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:06:23.727207,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:08:39.733246,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:09:29.369868,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:09:32.910168,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:12:33.846232,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:12:36.285025,10.2.0.6,Linux,0.36,-0.6822739629164668,No
2022-11-16 07:15:45.907029,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 07:15:47.662783,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 07:21:45.048223,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 07:21:47.894511,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 07:24:56.783018,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 07:24:59.546933,10.2.0.6,Linux,0.37,-0.6650700909581975,No
2022-11-16 08:59:53.601738,10.2.0.6,Linux,0.72,-0.06293457241877065,No
2022-11-16 09:00:11.414095,10.2.0.6,Linux,0.73,-0.0457307004605013,No
2022-11-16 09:00:20.301586,10.2.0.6,Linux,0.73,-0.0457307004605013,No
2022-11-16 11:37:07.977753,10.2.0.6,Linux,1.23,0.8144628974529656,No
2022-11-16 11:38:33.152621,10.2.0.6,Linux,1.24,0.831666769411235,No
2022-11-16 11:38:33.286188,10.2.0.6,Linux,1.24,0.831666769411235,No
2022-11-16 11:41:49.791300,10.2.0.6,Linux,1.25,0.8488706413695044,No
2022-11-16 11:43:50.315613,10.2.0.6,Linux,1.25,0.8488706413695044,No
2022-11-16 11:44:02.390420,10.2.0.6,Linux,1.25,0.8488706413695044,No
2022-11-16 11:25:05.646569,10.2.0.6,Linux,1.2,0.7628512815781576,No
